9.986080314909427935e-01, 6.791659436287815765e-01, 5.537175066083602992e+00
3.015127170652953659e-01, 3.626793090256813512e-01, 2.160244313976441788e+00
7.719876627226585075e-02, 9.451612383308017895e-01, 2.754502414944814070e+00
4.757147888318651319e-01, 6.093748275275499005e-01, 3.669429382766733028e+00
5.821094439164620216e-01, 8.857066442976445630e-01, 3.645981243652428816e+00
2.400395509905971503e-01, 6.275528471930906793e-01, 2.717320173916776493e+00
7.539211329522639282e-01, 4.647226812136984186e-02, 4.229688488008778613e+00
9.409769492793996770e-01, 2.969706031849103089e-01, 4.947132816585908976e+00
2.431509858201774676e-01, 4.630131868991866906e-01, 2.835053752575110497e+00
4.899259382469179913e-01, 6.329183923768233466e-01, 3.519610128676711192e+00
3.989098556222046010e-01, 5.852521742727068155e-01, 3.461505455077254823e+00
7.094774842748290400e-01, 6.194158111065399819e-01, 4.596174977765502767e+00
6.482450048089957173e-01, 8.339028070190723785e-01, 4.028875060415900933e+00
8.529458111184736735e-01, 1.306164065975787825e-01, 4.259258991538347416e+00
7.480772842314803439e-01, 4.208268611455020514e-01, 4.327773153679530083e+00
2.209029642837356811e-02, 5.900499164552691633e-01, 2.409477021741074143e+00
2.797673076608120368e-01, 3.363685891693455332e-01, 3.198501035832026940e+00
7.093758282089375200e-01, 3.098838518590633084e-01, 4.552644559834911675e+00
4.875790504610411080e-02, 4.327622469893921409e-02, 3.329625324284338994e+00
6.223640806197172637e-01, 4.492403437567866753e-01, 4.253390380444694863e+00
4.783751559008628806e-01, 8.418484814064345345e-01, 3.925013706768415656e+00
9.256141938466545538e-01, 1.905862114425838083e-01, 4.555212981966077379e+00
3.995190370177753580e-01, 2.928886166779290923e-01, 4.066774856516444103e+00
2.421258176051919175e-01, 8.411095634362998341e-01, 2.380254679309137256e+00
6.462746189761868765e-01, 7.527771834136662843e-01, 4.055187515673358334e+00
9.864363124346167133e-01, 8.940321573294921498e-01, 4.591562419238223391e+00
8.186328821566128955e-01, 4.791395930924146063e-01, 3.839921269464598996e+00
8.214290289458094918e-01, 3.383031179496642782e-01, 3.944013353101007091e+00
1.325544096842046216e-01, 5.220713121826811021e-01, 2.868604862794927435e+00
6.445555601123043044e-01, 9.199013465372380960e-01, 3.670311454823152353e+00
8.086126448917264620e-01, 8.671563466721068369e-01, 4.379513269843327450e+00
6.753086820142027991e-01, 1.521577034417660457e-01, 3.509755585541195266e+00
5.775195348289341446e-01, 6.645763456433859684e-01, 4.065848661119082941e+00
1.763184692014657662e-01, 5.762849361813759952e-01, 2.800352795291233932e+00
4.018464111757235058e-01, 6.036720421415188165e-01, 4.104430850822964771e+00
3.765359190631871744e-01, 5.484596943334426600e-01, 4.396068593346922349e+00
2.080369988778864032e-01, 2.597433662818339206e-01, 3.048467182305417023e+00
8.234274788483910701e-01, 3.848805356200286631e-01, 3.793781141136658874e+00
9.582749468807016946e-02, 1.717302708000969513e-01, 3.195038872419629694e+00
8.991687817457295617e-01, 1.740050515901603312e-01, 4.774461529307021834e+00
3.973394639709665332e-01, 3.831065053028553935e-01, 3.772042594896722001e+00
3.268843797311501431e-01, 7.863997871197123679e-01, 3.291334873057618182e+00
3.858819070251053862e-01, 6.414524238894336872e-02, 4.430387674951672849e+00
